City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
117,Soyo,AO,-6.1349,12.3689,72.72,84,36,9.24,scattered clouds
118,Vagur,FO,61.4732,-6.8119,50.0,79,41,6.96,scattered clouds
119,Tiznit,MA,29.5833,-9.5,69.64,58,0,2.91,clear sky
120,Pangoa,PE,-12.1167,-73.0,80.38,42,33,2.44,scattered clouds
121,Iquique,CL,-20.2208,-70.1431,60.84,75,99,5.5,overcast clouds
122,Otjiwarongo,NA,-20.4637,16.6477,55.15,31,0,10.6,clear sky
123,Jalu,LY,29.0331,21.5482,89.53,21,5,9.93,clear sky
124,Victoria,HK,22.2855,114.1577,85.32,88,98,1.01,overcast clouds
125,Canosa Di Puglia,IT,41.2196,16.0675,92.57,27,47,12.28,scattered clouds
126,Mar Del Plata,AR,-38.0023,-57.5575,49.08,30,90,1.99,fog
127,Bredasdorp,ZA,-34.5322,20.0403,58.32,67,79,6.91,broken clouds
128,Mehamn,NO,71.0357,27.8492,49.91,97,100,19.04,light rain
129,Kashi,CN,39.4547,75.9797,74.41,43,75,4.47,dust
130,Shalya,RU,57.2471,58.7298,57.96,90,70,4.29,broken clouds
131,Ordynskoye,RU,54.3656,81.8994,60.93,79,69,4.97,broken clouds
132,Geraldton,AU,-28.7667,114.6,45.01,93,4,8.05,clear sky
133,Sarh,TD,9.1429,18.3923,76.91,94,0,0.0,light rain
134,Sinnamary,GF,5.3833,-52.95,81.12,78,55,7.72,broken clouds
135,Harer,ET,9.3094,42.1258,59.9,70,57,6.64,broken clouds
136,Grindavik,IS,63.8424,-22.4338,55.56,93,75,6.91,broken clouds
137,Ostrovnoy,RU,68.0531,39.5131,48.94,89,15,8.57,few clouds
138,Pont-A-Mousson,FR,48.9079,6.0589,63.46,80,75,2.3,broken clouds
139,Belmonte,BR,-15.8631,-38.8828,71.6,75,86,14.61,overcast clouds
140,Reading,GB,51.4562,-0.9711,62.47,85,20,8.05,few clouds
141,Mutare,ZW,-18.9707,32.6709,52.81,58,0,2.19,clear sky
142,Killybegs,IE,54.6333,-8.45,55.11,77,18,5.37,few clouds
143,Leshukonskoye,RU,64.8989,45.7622,53.13,95,14,2.37,few clouds
144,Mulchen,CL,-37.7167,-72.2333,64.26,51,9,8.61,clear sky
145,Chuy,UY,-33.6971,-53.4616,50.58,91,25,5.91,scattered clouds
146,Patan,NP,27.6667,85.3333,71.98,100,75,0.0,broken clouds
147,Lelydorp,SR,5.7,-55.2333,81.07,93,20,5.75,light rain
148,Sao Mateus Do Sul,BR,-25.8742,-50.3828,50.9,84,73,1.5,broken clouds
149,Aswan,EG,24.0934,32.907,97.9,13,0,3.44,clear sky
150,Sumbe,AO,-11.2061,13.8437,70.99,91,5,5.55,clear sky
151,Riberalta,BO,-10.9833,-66.1,88.0,35,3,18.41,smoke
152,Arzakan,AM,40.45,44.6065,65.98,86,73,6.38,broken clouds
153,Shelburne,CA,44.0787,-80.2041,66.56,60,93,11.97,overcast clouds
154,Hazorasp,UZ,41.3194,61.0742,71.44,17,0,13.04,clear sky
155,Torbay,CA,47.6666,-52.7314,70.57,64,40,18.41,scattered clouds
156,El Paso,US,31.8001,-106.2005,91.8,36,40,3.44,scattered clouds
157,Saint-Denis,FR,48.9167,2.3333,67.23,67,0,4.61,clear sky
158,Nanortalik,GL,60.1432,-45.2371,49.64,77,100,11.25,light rain
159,Santa Maria,BR,-29.6842,-53.8069,65.5,52,20,2.3,few clouds
160,Oistins,BB,13.0667,-59.5333,86.09,70,20,11.5,few clouds
161,Piacabucu,BR,-10.4056,-36.4344,73.67,73,3,13.56,clear sky
162,Sorland,NO,67.667,12.6934,48.99,74,95,12.48,overcast clouds
163,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.08,80,5,16.28,clear sky
164,Jacqueville,CI,5.2052,-4.4146,75.11,88,21,8.05,few clouds
165,Caravelas,BR,-17.7125,-39.2481,69.24,59,93,9.73,overcast clouds
166,Floro,NO,61.5996,5.0328,57.27,62,1,12.66,clear sky
167,Kinkala,CG,-4.3614,14.7644,71.91,53,68,6.02,broken clouds
168,Kyabe,TD,9.4515,18.9449,72.84,91,100,4.16,overcast clouds
169,Codrington,AU,-38.2667,141.9667,43.05,85,0,15.9,clear sky
170,Cabildo,AR,-38.4842,-61.8954,54.25,37,34,7.45,scattered clouds
171,Bathsheba,BB,13.2167,-59.5167,86.61,70,20,11.5,few clouds
172,Richards Bay,ZA,-28.783,32.0377,63.3,65,3,3.69,clear sky
173,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,88,75,12.66,broken clouds
174,Someshwar,IN,13.5,75.0667,78.17,94,100,2.33,overcast clouds
175,Keffi,NG,8.8486,7.8736,75.58,97,100,3.71,overcast clouds
176,Ihosy,MG,-22.4,46.1167,58.14,89,75,6.91,broken clouds
177,Wajir,KE,1.7471,40.0573,76.15,58,76,21.39,broken clouds
178,Gummidipundi,IN,13.4,80.15,84.2,52,99,9.28,overcast clouds
179,Ondo,NG,7.1,4.8333,71.1,97,100,2.42,overcast clouds
180,Carnarvon,AU,-24.8667,113.6333,50.07,63,0,10.36,clear sky
181,Kuressaare,EE,58.2481,22.5039,61.95,84,100,4.0,overcast clouds
182,Tahta,EG,26.7693,31.5021,93.31,17,53,3.67,broken clouds
183,Livingstone,ZM,-17.8419,25.8543,59.05,46,0,2.71,clear sky
184,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,85.66,19,0,6.24,clear sky
185,Amapa,BR,1.0,-52.0,79.59,77,9,4.0,heavy intensity rain
186,Vangaindrano,MG,-23.35,47.6,65.43,89,79,4.99,broken clouds
187,Paamiut,GL,61.994,-49.6678,47.8,90,100,7.34,overcast clouds
188,Kuytun,RU,54.3419,101.5036,55.29,95,100,11.36,light rain
189,Purpe,RU,64.4803,76.6897,57.33,67,100,12.24,overcast clouds
190,Tombouctou,ML,20.0,-3.0,93.92,33,9,6.29,clear sky
191,Fuerte Olimpo,PY,-21.0415,-57.8738,74.48,35,99,6.06,overcast clouds
192,Rio Hato,PA,8.3833,-80.1667,85.55,74,75,4.61,broken clouds
193,Arauca,CO,7.0847,-70.7591,77.25,89,97,5.7,overcast clouds
194,Amparafaravola,MG,-17.5833,48.2167,53.96,97,6,4.38,clear sky
195,Luderitz,NA,-26.6481,15.1594,66.31,37,0,7.78,clear sky
196,Chemax,MX,20.65,-87.9333,96.67,35,70,6.35,broken clouds
197,Saint-Francois,FR,46.4154,3.9054,62.04,76,0,3.44,clear sky
198,Zemio,CF,5.0314,25.1361,68.74,97,100,1.25,light rain
199,Overyata,RU,58.0868,55.8709,59.13,91,100,3.38,overcast clouds
200,Maloy,NO,61.9353,5.1136,57.04,75,11,15.7,few clouds
201,Prieska,ZA,-29.6641,22.7474,53.49,35,3,5.82,clear sky
202,Bambous Virieux,MU,-20.3428,57.7575,68.25,88,75,10.36,light rain
203,Bubaque,GW,11.2833,-15.8333,79.38,82,84,19.6,light rain
204,Jaru,BR,-10.4389,-62.4664,93.22,20,5,5.23,clear sky
205,Kavaratti,IN,10.5669,72.642,82.04,77,70,15.75,broken clouds
206,Lodwar,KE,3.1191,35.5973,84.74,35,36,8.32,scattered clouds
207,Saint-Joseph,RE,-21.3667,55.6167,66.56,72,38,10.2,scattered clouds
208,Sundsvall,SE,62.3913,17.3063,60.96,58,90,3.44,overcast clouds
209,Yokadouma,CM,3.5167,15.05,69.21,99,100,1.54,moderate rain
210,Mpulungu,ZM,-8.7623,31.1141,68.68,62,2,10.87,clear sky
211,Leua,SK,48.2156,18.6071,65.5,93,67,11.77,broken clouds
212,Ouadda,CF,8.0777,22.4007,66.43,98,100,3.04,overcast clouds
213,Trofors,NO,65.5333,13.4063,49.35,90,55,4.05,broken clouds
214,Grand-Lahou,CI,5.1367,-5.0242,75.16,91,4,6.31,clear sky
215,Pedernales,DO,18.0384,-71.744,90.64,50,86,18.7,overcast clouds
216,Talcahuano,CL,-36.7167,-73.1167,58.68,58,0,9.22,clear sky
217,Aleksandrov Gay,RU,50.147,48.5704,81.45,26,4,8.23,clear sky
218,Joshimath,IN,30.5667,79.5667,71.91,88,95,1.21,overcast clouds
219,Sal Rei,CV,16.1833,-22.9167,77.56,81,27,8.61,scattered clouds
220,Chimore,BO,-16.9833,-65.1333,75.79,30,44,4.61,scattered clouds
221,Batavia,US,41.85,-88.3126,79.52,49,1,3.0,clear sky
222,Coihaique,CL,-45.5752,-72.0662,53.55,62,90,9.22,overcast clouds
223,Getulio Vargas,UY,-32.6796,-53.5494,52.29,76,0,4.99,clear sky
224,Skibbereen,IE,51.55,-9.2667,60.6,80,98,7.76,overcast clouds
225,Kuruman,ZA,-27.4524,23.4325,50.85,31,0,5.86,clear sky
226,Vila Do Maio,CV,15.1333,-23.2167,79.59,76,11,3.44,few clouds
227,Ouahigouya,BF,13.5828,-2.4216,83.98,53,7,11.25,clear sky
228,Casa Nova,BR,-9.4167,-41.1333,78.78,58,100,22.01,overcast clouds
229,Richmond,US,37.5538,-77.4603,84.99,74,75,8.05,broken clouds
230,Tulle,FR,45.3333,1.8333,55.18,96,51,0.76,broken clouds
231,Gamba,GA,-2.65,10.0,74.21,83,100,7.81,overcast clouds
232,Grand Gaube,MU,-20.0064,57.6608,68.4,82,16,5.01,few clouds
233,Oktyabrskoye,RU,43.0645,44.7417,64.54,93,70,4.47,broken clouds
234,Finsterwalde,DE,51.6333,13.7167,64.47,83,99,6.4,overcast clouds
235,Coquimbo,CL,-29.9533,-71.3436,60.53,72,0,11.5,clear sky
236,Praia,CV,14.9215,-23.5087,79.34,61,20,9.22,few clouds
237,Dolores,AR,-36.3132,-57.6792,49.28,68,0,2.15,clear sky
238,Hambantota,LK,6.1241,81.1185,79.32,83,100,16.51,overcast clouds
239,Rocha,UY,-34.4833,-54.3333,47.44,92,3,4.61,clear sky
